open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1674997320000,13.54412420,13.54500000,13.53960130,13.54500000,0,1674997379999,0,60,0,0,0
1674997380000,13.54500000,13.55500000,13.54500000,13.55500000,0,1674997439999,0,60,0,0,0
1674997440000,13.55500000,13.55567007,13.55500000,13.55500000,0,1674997499999,0,60,0,0,0
1674997500000,13.55500000,13.56307703,13.55500000,13.56292704,0,1674997559999,0,60,0,0,0
1674997560000,13.56250165,13.56333305,13.56017598,13.56054668,0,1674997619999,0,60,0,0,0
1674997620000,13.56054668,13.56973331,13.56046188,13.56937203,0,1674997679999,0,60,0,0,0
1674997680000,13.56949636,13.57400000,13.56648823,13.57400000,0,1674997739999,0,60,0,0,0
1674997740000,13.57400000,13.58400000,13.57051937,13.58400000,0,1674997799999,0,60,0,0,0
1674997800000,13.58400000,13.59657215,13.55900000,13.55900000,0,1674997859999,0,60,0,0,0
1674997860000,13.55900000,13.57149031,13.55560973,13.56806731,0,1674997919999,0,60,0,0,0
1674997920000,13.56806731,13.57700000,13.56752619,13.57700000,0,1674997979999,0,60,0,0,0
1674997980000,13.57700000,13.58327582,13.57290015,13.57290015,0,1674998039999,0,60,0,0,0
1674998040000,13.57279635,13.58283533,13.57229601,13.57229601,0,1674998099999,0,60,0,0,0
1674998100000,13.57200000,13.57200000,13.54823849,13.55792629,0,1674998159999,0,60,0,0,0
1674998160000,13.55793471,13.56239145,13.55700000,13.55894543,0,1674998219999,0,60,0,0,0
1674998220000,13.56053048,13.56800000,13.56008967,13.56649461,0,1674998279999,0,60,0,0,0
1674998280000,13.56649457,13.56800000,13.54100000,13.54100000,0,1674998339999,0,60,0,0,0
1674998340000,13.54100000,13.54567237,13.53424870,13.54481070,0,1674998399999,0,60,0,0,0
1674998400000,13.54481070,13.54577417,13.54025912,13.54025912,0,1674998459999,0,60,0,0,0
1674998460000,13.53928609,13.54465706,13.53375788,13.53500000,0,1674998519999,0,60,0,0,0
1674998520000,13.53500000,13.54170656,13.52607585,13.53900000,0,1674998579999,0,60,0,0,0
1674998580000,13.53900000,13.53900000,13.52876571,13.53658475,0,1674998639999,0,60,0,0,0
1674998640000,13.53658475,13.54400000,13.53633939,13.54400000,0,1674998699999,0,60,0,0,0
1674998700000,13.54100000,13.54800000,13.54100000,13.54800000,0,1674998759999,0,60,0,0,0
1674998760000,13.54800000,13.54800000,13.54800000,13.54800000,0,1674998819999,0,60,0,0,0
1674998820000,13.54800000,13.54923387,13.54800000,13.54923387,0,1674998879999,0,60,0,0,0
1674998880000,13.54921855,13.55300000,13.54800000,13.55300000,0,1674998939999,0,60,0,0,0
1674998940000,13.55355161,13.56600000,13.55341770,13.56146642,0,1674998999999,0,60,0,0,0
1674999000000,13.56130207,13.56400000,13.55469081,13.55477665,0,1674999059999,0,60,0,0,0
1674999060000,13.55471339,13.55471339,13.54800000,13.54800000,0,1674999119999,0,60,0,0,0
1674999120000,13.54800000,13.55100000,13.54038324,13.55100000,0,1674999179999,0,60,0,0,0
1674999180000,13.55100000,13.56100000,13.55100000,13.55938801,0,1674999239999,0,60,0,0,0
1674999240000,13.55962271,13.56551247,13.55962271,13.56300000,0,1674999299999,0,60,0,0,0
1674999300000,13.56300000,13.56300000,13.55900000,13.55900000,0,1674999359999,0,60,0,0,0
1674999360000,13.55901774,13.56200000,13.55900000,13.56200000,0,1674999419999,0,60,0,0,0
1674999420000,13.56200000,13.56200000,13.55400000,13.55637460,0,1674999479999,0,60,0,0,0
1674999480000,13.55636799,13.55737938,13.55125863,13.55464544,0,1674999539999,0,60,0,0,0
1674999540000,13.55464544,13.55470621,13.54500000,13.54807136,0,1674999599999,0,60,0,0,0
1674999600000,13.54770837,13.54770837,13.54300000,13.54300000,0,1674999659999,0,60,0,0,0
1674999660000,13.54300000,13.54300000,13.54100000,13.54100000,0,1674999719999,0,60,0,0,0
1674999720000,13.54100000,13.54303131,13.53574612,13.53678029,0,1674999779999,0,60,0,0,0
1674999780000,13.53675902,13.53875746,13.53370514,13.53435144,0,1674999839999,0,60,0,0,0
1674999840000,13.53435144,13.55205843,13.53432275,13.55192632,0,1674999899999,0,60,0,0,0
1674999900000,13.55192632,13.55272523,13.55000000,13.55241562,0,1674999959999,0,60,0,0,0
1674999960000,13.55253613,13.56300000,13.55244552,13.56300000,0,1675000019999,0,60,0,0,0
1675000020000,13.56200000,13.57300000,13.56200000,13.57300000,0,1675000079999,0,60,0,0,0
